,name,search_name,country,feature_class,lat,long,latitude,longitude
4003,Tambov Donskoye Airport,Tambov,Russia,airport,N 52° 48′ 21'',E 41° 28′ 58'',52.8058333333333,41.4827777777778
4004,Rasskazovo,Tambov,Russia,seat of a second-order administrative division,N 52° 39′ 49'',E 41° 53′ 20'',52.6636111111111,41.8888888888889
4005,Morshansk,Tambov,Russia,seat of a second-order administrative division,N 53° 26′ 35'',E 41° 48′ 38'',53.4430555555556,41.8105555555556
4006,Kirsanov,Tambov,Russia,seat of a second-order administrative division,N 52° 39′ 3'',E 42° 44′ 5'',52.6508333333333,42.7347222222222
4007,Kotovsk,Tambov,Russia,seat of a second-order administrative division,N 52° 35′ 25'',E 41° 30′ 9'',52.5902777777778,41.5025
4008,Pervomayskiy,Tambov,Russia,seat of a second-order administrative division,N 53° 14′ 46'',E 40° 17′ 20'',53.2461111111111,40.2888888888889
4009,Uvarovo,Tambov,Russia,seat of a second-order administrative division,N 51° 58′ 55'',E 42° 15′ 42'',51.9819444444444,42.2616666666667
4010,Gorodskoy Okrug Tambov,Tambov,Russia,second-order administrative division,N 52° 44′ 2'',E 41° 25′ 33'',52.7338888888889,41.4258333333333
4011,Urochishche Ivachovka,Tambov,Russia,area,N 51° 50′ 9'',E 41° 42′ 6'',51.8358333333333,41.7016666666667
4012,Urochishche Filippovichi,Tambov,Russia,area,N 51° 51′ 36'',E 41° 14′ 12'',51.86,41.2366666666667
4013,Karamysh,Tambov,Russia,area,N 51° 56′ 19'',E 41° 56′ 40'',51.9386111111111,41.9444444444444
4014,Urochishche Kharevka,Tambov,Russia,area,N 51° 54′ 34'',E 41° 8′ 1'',51.9094444444444,41.1336111111111
4015,Urochishche Krasnyy Svet,Tambov,Russia,area,N 51° 59′ 42'',E 41° 48′ 29'',51.995,41.8080555555556
4016,Urochishche Chegarak,Tambov,Russia,area,N 51° 44′ 27'',E 41° 59′ 24'',51.7408333333333,41.99
4017,Bondarsky District,Tambov,Russia,second-order administrative division,N 52° 59′ 8'',E 42° 4′ 15'',52.9855555555556,42.0708333333333
4018,Urochishche Bol’shoy Kust,Tambov,Russia,area,N 51° 55′ 39'',E 41° 10′ 8'',51.9275,41.1688888888889
4019,Inzhavino,Tambov,Russia,seat of a second-order administrative division,N 52° 19′ 11'',E 42° 29′ 29'',52.3197222222222,42.4913888888889
4020,Urochishche Annovka,Tambov,Russia,area,N 52° 13′ 10'',E 41° 6′ 48'',52.2194444444445,41.1133333333333
4021,Urochishche Alëkhinskiye Vyselki,Tambov,Russia,area,N 52° 14′ 5'',E 41° 16′ 20'',52.2347222222222,41.2722222222222
